metin,etiket
"Raporlama Ahmet Y. tarafından 1 haftadır tamamlanmadı, müşteri bekliyor.",1
bütçe Ayşe K. tarafından zamanında onaylandı.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"Ekip Lideri, 3 gündür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Ahmet Y. 1 haftadır bütçe onayını bekletiyor.,1
bütçe Departman Müdürü tarafından zamanında onaylandı.,0
"Operasyon planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Destek bileti #5227 Ayşe K. tarafından çözüldü ve kapatıldı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
Destek bileti #2969 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"Satış planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
İK ekibi bugün içinde geri dönüş sağladı.,0
"Ayşe K., 5 iş günüdür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Destek bileti #4343, Ahmet Y. tarafından 3 gündür incelenmedi.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"Satış ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
"Finans planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Ekip Lideri 5 iş günüdür bütçe onayını bekletiyor.,1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #8092, Ahmet Y. tarafından 3 gündür incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Destek bileti #3209 Ayşe K. tarafından çözüldü ve kapatıldı.,0
proje planı Departman Müdürü tarafından zamanında onaylandı.,0
Destek bileti #5328 Yönetici tarafından çözüldü ve kapatıldı.,0
"Raporlama Yönetici tarafından 1 haftadır tamamlanmadı, işlem bekliyor.",1
"Destek bileti #8650, Departman Müdürü tarafından 48 saattir incelenmedi.",1
"Destek bileti #5158, Departman Müdürü tarafından hala incelenmedi.",1
Yönetici 3 gündür bütçe onayını bekletiyor.,1
"Operasyon planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Müşteri verisi Ekip Lideri tarafından 1 haftadır manuel olarak girilmedi.,1
"Satış planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
"Satış planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Finans ekibi bugün içinde geri dönüş sağladı.,0
"Destek bileti #2352, Ayşe K. tarafından 5 iş günüdür incelenmedi.",1
"İK planlaması tamamlandı, kaynaklar atandı.",0
"Raporlama Yönetici tarafından 48 saattir tamamlanmadı, proje gecikiyor.",1
İK ekibi bugün içinde geri dönüş sağladı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
"İK ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Yönetici tarafından hala manuel olarak girilmedi.,1
IT Destek ekibi zamanında içinde geri dönüş sağladı.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
"Finans planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Satış ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Yönetici tarafından 3 gündür manuel olarak girilmedi.,1
"İK planlaması tamamlandı, kaynaklar atandı.",0
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Ayşe K. hala proje planı onayını bekletiyor.,1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
"Destek bileti #7441, Yönetici tarafından hala incelenmedi.",1
"İK planlaması tamamlandı, kaynaklar atandı.",0
bütçe Departman Müdürü tarafından zamanında onaylandı.,0
"Destek bileti #5935, Departman Müdürü tarafından 3 gündür incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Destek bileti #4225 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"Raporlama Yönetici tarafından hala tamamlanmadı, müşteri bekliyor.",1
"Destek bileti #1840, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #1795, Ahmet Y. tarafından 3 gündür incelenmedi.",1
"Operasyon planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
"Finans planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Destek bileti #3298 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
Müşteri verisi Departman Müdürü tarafından 5 iş günüdür manuel olarak girilmedi.,1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
Müşteri verisi Yönetici tarafından 3 gündür manuel olarak girilmedi.,1
"Departman Müdürü, 3 gündür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Destek bileti #4840, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
"IT Destek ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #7587, Ayşe K. tarafından 1 haftadır incelenmedi.",1
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
"İK ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
Ekip Lideri 3 gündür bütçe onayını bekletiyor.,1
"Satış ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Raporlama Yönetici tarafından yönetime sunuldu.,0
Yönetici 5 iş günüdür izin talebi onayını bekletiyor.,1
"Yönetici, 1 haftadır yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Operasyon ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Destek bileti #3782 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
"Finans planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
"Raporlama Ahmet Y. tarafından 5 iş günüdür tamamlanmadı, proje gecikiyor.",1
"Raporlama Ekip Lideri tarafından 5 iş günüdür tamamlanmadı, işlem bekliyor.",1
"Finans planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"İK planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Müşteri verisi Yönetici tarafından hala manuel olarak girilmedi.,1
Ekip Lideri 5 iş günüdür izin talebi onayını bekletiyor.,1
bütçe Ekip Lideri tarafından zamanında onaylandı.,0
Destek bileti #5954 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
proje planı Ayşe K. tarafından zamanında onaylandı.,0
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #9908, Departman Müdürü tarafından 3 gündür incelenmedi.",1
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
"Destek bileti #5453, Yönetici tarafından 1 haftadır incelenmedi.",1
"Raporlama Departman Müdürü tarafından hala tamamlanmadı, proje gecikiyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Operasyon ekibi bugün içinde geri dönüş sağladı.,0
"Ayşe K., hala yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"İK ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Satış planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
Müşteri verisi Yönetici tarafından 1 haftadır manuel olarak girilmedi.,1
"İK ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Yönetici tarafından 48 saattir manuel olarak girilmedi.,1
Departman Müdürü 3 gündür fatura onayını bekletiyor.,1
İK ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Ekip Lideri 5 iş günüdür proje planı onayını bekletiyor.,1
Departman Müdürü 3 gündür fatura onayını bekletiyor.,1
fatura Departman Müdürü tarafından zamanında onaylandı.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
"Operasyon planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
"Operasyon ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"İK planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
"Yönetici, 1 haftadır yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
"Ayşe K., 1 haftadır yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Ekip Lideri 48 saattir proje planı onayını bekletiyor.,1
"IT Destek ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
bütçe Ahmet Y. tarafından zamanında onaylandı.,0
Destek bileti #7337 Yönetici tarafından çözüldü ve kapatıldı.,0
"Raporlama Ahmet Y. tarafından hala tamamlanmadı, proje gecikiyor.",1
Destek bileti #4958 Yönetici tarafından çözüldü ve kapatıldı.,0
Müşteri verisi Yönetici tarafından 1 haftadır manuel olarak girilmedi.,1
Destek bileti #2341 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"Destek bileti #6784, Departman Müdürü tarafından 5 iş günüdür incelenmedi.",1
"Destek bileti #9733, Ekip Lideri tarafından 3 gündür incelenmedi.",1
İK ekibi zamanında içinde geri dönüş sağladı.,0
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #7084, Ekip Lideri tarafından 48 saattir incelenmedi.",1
proje planı Yönetici tarafından zamanında onaylandı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Destek bileti #2812 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
proje planı Departman Müdürü tarafından zamanında onaylandı.,0
Destek bileti #8154 Ayşe K. tarafından çözüldü ve kapatıldı.,0
"Raporlama Departman Müdürü tarafından 1 haftadır tamamlanmadı, müşteri bekliyor.",1
Müşteri verisi Yönetici tarafından 5 iş günüdür manuel olarak girilmedi.,1
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
"Finans ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
Ekip Lideri 3 gündür izin talebi onayını bekletiyor.,1
Müşteri verisi Ahmet Y. tarafından 48 saattir manuel olarak girilmedi.,1
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
"Departman Müdürü, 5 iş günüdür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
"Destek bileti #8898, Ahmet Y. tarafından 3 gündür incelenmedi.",1
bütçe Ekip Lideri tarafından zamanında onaylandı.,0
"İK planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
fatura Departman Müdürü tarafından zamanında onaylandı.,0
"Departman Müdürü, 3 gündür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Raporlama Ahmet Y. tarafından 3 gündür tamamlanmadı, işlem bekliyor.",1
"Satış ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
izin talebi Yönetici tarafından zamanında onaylandı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"Raporlama Ayşe K. tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
izin talebi Ahmet Y. tarafından zamanında onaylandı.,0
"Raporlama Yönetici tarafından hala tamamlanmadı, müşteri bekliyor.",1
"Raporlama Ayşe K. tarafından 5 iş günüdür tamamlanmadı, müşteri bekliyor.",1
"Finans planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
İK ekibi zamanında içinde geri dönüş sağladı.,0
İK ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Yönetici 3 gündür izin talebi onayını bekletiyor.,1
Raporlama Yönetici tarafından yönetime sunuldu.,0
Finans ekibi 1 saat içinde içinde geri dönüş sağladı.,0
"İK planlaması hala yapılmadı, kaynak ataması bekliyor.",1
"Destek bileti #9395, Departman Müdürü tarafından hala incelenmedi.",1
Yönetici 5 iş günüdür fatura onayını bekletiyor.,1
İK ekibi zamanında içinde geri dönüş sağladı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Ekip Lideri 1 haftadır fatura onayını bekletiyor.,1
"Ahmet Y., 5 iş günüdür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
fatura Ahmet Y. tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Destek bileti #7158 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"Satış ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #1651, Ayşe K. tarafından hala incelenmedi.",1
"Raporlama Yönetici tarafından hala tamamlanmadı, işlem bekliyor.",1
"Raporlama Departman Müdürü tarafından 5 iş günüdür tamamlanmadı, müşteri bekliyor.",1
Yönetici 1 haftadır izin talebi onayını bekletiyor.,1
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
fatura Ahmet Y. tarafından zamanında onaylandı.,0
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
Müşteri verisi Ekip Lideri tarafından 3 gündür manuel olarak girilmedi.,1
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
fatura Yönetici tarafından zamanında onaylandı.,0
fatura Ahmet Y. tarafından zamanında onaylandı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
"Raporlama Ahmet Y. tarafından 3 gündür tamamlanmadı, işlem bekliyor.",1
"Raporlama Ahmet Y. tarafından 48 saattir tamamlanmadı, müşteri bekliyor.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
bütçe Departman Müdürü tarafından zamanında onaylandı.,0
"Ayşe K., hala yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
izin talebi Ayşe K. tarafından zamanında onaylandı.,0
Destek bileti #3934 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
"Satış planlaması tamamlandı, kaynaklar atandı.",0
Destek bileti #3060 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
"Ahmet Y., 1 haftadır yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
Finans ekibi bugün içinde geri dönüş sağladı.,0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
IT Destek ekibi 1 saat içinde içinde geri dönüş sağladı.,0
"Destek bileti #3885, Yönetici tarafından 5 iş günüdür incelenmedi.",1
proje planı Ekip Lideri tarafından zamanında onaylandı.,0
Destek bileti #9021 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
"Destek bileti #3964, Departman Müdürü tarafından 48 saattir incelenmedi.",1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Destek bileti #8606 Ayşe K. tarafından çözüldü ve kapatıldı.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
proje planı Ahmet Y. tarafından zamanında onaylandı.,0
"Destek bileti #4888, Ayşe K. tarafından 5 iş günüdür incelenmedi.",1
"IT Destek planlaması hala yapılmadı, kaynak ataması bekliyor.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"IT Destek planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Departman Müdürü 1 haftadır proje planı onayını bekletiyor.,1
proje planı Ekip Lideri tarafından zamanında onaylandı.,0
izin talebi Ekip Lideri tarafından zamanında onaylandı.,0
Finans ekibi zamanında içinde geri dönüş sağladı.,0
"Raporlama Ayşe K. tarafından 1 haftadır tamamlanmadı, müşteri bekliyor.",1
